coseq_kmeans	hclust	PrimaryStage	StageBias	Label
FBgn0035040	6	4	E7	E7	uniform_low
FBgn0035064	5	2	E6	broad	uniform_high
FBgn0035065	2	3	E2	E2	early_constraint
FBgn0035076	2	4	E6	E6	early_constraint
FBgn0035085	4	1	E4	E4	late_constraint
FBgn0035088	4	5	E1	broad	late_constraint
FBgn0035090	2	4	E7	E7	early_constraint
FBgn0035091	2	1	E6	E6	early_constraint
FBgn0035103	2	4	E5	E5	early_constraint
FBgn0035104	1	3	E4	E4	hourglass
FBgn0035107	6	3	E1	E1	uniform_low
FBgn0035109	6	4	E1	E1	uniform_low
FBgn0035120	6	2	E2	E2	uniform_low
FBgn0035140	5	2	E3	broad	uniform_high
FBgn0035141	6	1	E1	E1	uniform_low
FBgn0035149	6	3	E2	E2	uniform_low
FBgn0035152	1	1	E2	E2	hourglass
FBgn0035157	1	1	E6	E6	hourglass
FBgn0035158	1	1	E2	E2	hourglass
FBgn0035166	2	4	E1	E1	early_constraint
FBgn0035169	1	3	E1	E1	hourglass
FBgn0035173	4	1	E4	E4	late_constraint
FBgn0035176	5	2	E8	E8	uniform_high
FBgn0035181	6	4	E2	broad	uniform_low
FBgn0035193	2	4	E5	E5	early_constraint
FBgn0035194	4	5	E2	E2	late_constraint
FBgn0035199	2	4	E5	E5	early_constraint
FBgn0035203	2	2	E4	E4	early_constraint
FBgn0035204	4	2	E6	broad	late_constraint
FBgn0035205	2	4	E3	broad	early_constraint
FBgn0035206	3	5	E7	broad	inverse_hourglass
FBgn0035207	2	2	E1	E1	early_constraint
FBgn0035209	6	1	E1	E1	uniform_low
FBgn0035210	6	1	E1	E1	uniform_low
FBgn0035213	1	1	E1	E1	hourglass
FBgn0035228	6	5	E6	broad	uniform_low
FBgn0035229	5	5	E4	E4	uniform_high
FBgn0035232	6	1	E3	broad	uniform_low
FBgn0035233	1	1	E2	E2	hourglass
FBgn0035235	6	1	E2	E2	uniform_low
FBgn0035236	1	1	E5	broad	hourglass
FBgn0035237	3	2	E4	broad	inverse_hourglass
FBgn0035247	5	4	E2	broad	uniform_high
FBgn0035248	6	3	E2	E2	uniform_low
FBgn0035251	1	1	E1	broad	hourglass
FBgn0035252	4	1	E1	E1	late_constraint
FBgn0035253	6	5	E4	broad	uniform_low
FBgn0035254	6	2	E1	E1	uniform_low
FBgn0035266	5	2	E6	E6	uniform_high
FBgn0035271	6	1	E1	E1	uniform_low
FBgn0035280	2	4	E7	E7	early_constraint
FBgn0035283	2	4	E4	E4	early_constraint
FBgn0035285	1	1	E3	broad	hourglass
FBgn0035294	6	1	E1	E1	uniform_low
FBgn0035295	4	5	E2	E2	late_constraint
FBgn0035298	5	2	E7	E7	uniform_high
FBgn0035318	5	4	E1	broad	uniform_high
FBgn0035321	6	2	E1	E1	uniform_low
FBgn0035323	4	5	E1	E1	late_constraint
FBgn0035325	2	4	E5	E5	early_constraint
FBgn0035333	1	1	E4	broad	hourglass
FBgn0035334	6	4	E7	E7	uniform_low
FBgn0035335	6	1	E7	broad	uniform_low
FBgn0035336	5	1	E1	E1	uniform_high
FBgn0035337	1	1	E2	E2	hourglass
FBgn0035348	3	2	E7	E7	inverse_hourglass
FBgn0035355	4	2	E1	E1	late_constraint
FBgn0035356	6	3	E2	broad	uniform_low
FBgn0035360	2	2	E7	E7	early_constraint
FBgn0035371	3	3	E6	broad	inverse_hourglass
FBgn0035372	2	1	E2	broad	early_constraint
FBgn0035375	3	5	E3	E3	inverse_hourglass
FBgn0035383	2	4	E1	E1	early_constraint
FBgn0035388	1	1	E5	E5	hourglass
FBgn0035390	5	2	E2	broad	uniform_high
FBgn0035393	6	2	E1	E1	uniform_low
FBgn0035397	5	2	E6	broad	uniform_high
FBgn0035398	2	2	E5	E5	early_constraint
FBgn0035400	5	2	E6	broad	uniform_high
FBgn0035401	2	3	E1	broad	early_constraint
FBgn0035405	1	3	E1	E1	hourglass
FBgn0035420	3	3	E1	E1	inverse_hourglass
FBgn0035421	4	5	E1	E1	late_constraint
FBgn0035424	3	2	E4	broad	inverse_hourglass
FBgn0035425	1	3	E1	E1	hourglass
FBgn0035431	6	4	E5	E5	uniform_low
FBgn0035432	1	1	E5	broad	hourglass
FBgn0035435	1	1	E2	E2	hourglass
FBgn0035438	6	1	E8	E8	uniform_low
FBgn0035440	5	5	E2	E2	uniform_high
FBgn0035443	5	3	E2	E2	uniform_high
FBgn0035452	2	3	E6	E6	early_constraint
FBgn0035461	4	5	E1	E1	late_constraint
FBgn0035462	6	5	E1	E1	uniform_low
FBgn0035464	4	3	E2	E2	late_constraint
FBgn0035469	6	5	E1	E1	uniform_low
FBgn0035471	3	5	E1	broad	inverse_hourglass
FBgn0035475	5	1	E2	E2	uniform_high
FBgn0035482	6	4	E1	E1	uniform_low
FBgn0035483	1	3	E4	E4	hourglass
FBgn0035488	5	5	E5	E5	uniform_high
FBgn0035495	3	2	E8	E8	inverse_hourglass
FBgn0035497	3	2	E4	broad	inverse_hourglass
FBgn0035515	1	4	E1	E1	hourglass
FBgn0035520	6	2	E1	E1	uniform_low
FBgn0035523	3	3	E2	E2	inverse_hourglass
FBgn0035526	1	3	E2	E2	hourglass
FBgn0035532	1	1	E2	E2	hourglass
FBgn0035533	4	2	E1	broad	late_constraint
FBgn0035534	3	3	E1	broad	inverse_hourglass
FBgn0035540	6	3	E5	broad	uniform_low
FBgn0035551	2	4	E6	E6	early_constraint
FBgn0035558	3	2	E1	E1	inverse_hourglass
FBgn0035586	3	5	E4	E4	inverse_hourglass
FBgn0035588	6	1	E7	E7	uniform_low
FBgn0035589	6	3	E1	E1	uniform_low
FBgn0035590	6	1	E1	broad	uniform_low
FBgn0035603	4	1	E2	broad	late_constraint
FBgn0035608	4	5	E2	E2	late_constraint
FBgn0035612	2	4	E6	E6	early_constraint
FBgn0035624	6	5	E1	E1	uniform_low
FBgn0035639	4	5	E1	E1	late_constraint
FBgn0035640	6	1	E1	E1	uniform_low
FBgn0035665	2	4	E7	E7	early_constraint
FBgn0035675	6	2	E1	E1	uniform_low
FBgn0035677	5	5	E4	E4	uniform_high
FBgn0035679	6	2	E1	E1	uniform_low
FBgn0035688	5	2	E6	broad	uniform_high
FBgn0035702	5	1	E4	E4	uniform_high
FBgn0035703	5	5	E2	E2	uniform_high
FBgn0035704	4	5	E5	broad	late_constraint
FBgn0035713	3	2	E1	E1	inverse_hourglass
FBgn0035714	1	3	E7	broad	hourglass
FBgn0035715	6	1	E1	broad	uniform_low
FBgn0035720	3	2	E4	broad	inverse_hourglass
FBgn0035721	6	1	E1	E1	uniform_low
FBgn0035722	6	5	E7	E7	uniform_low
FBgn0035726	6	1	E1	E1	uniform_low
FBgn0035737	5	1	E5	E5	uniform_high
FBgn0035754	6	1	E1	E1	uniform_low
FBgn0035761	4	2	E2	E2	late_constraint
FBgn0035766	1	1	E2	broad	hourglass
FBgn0035767	3	2	E3	E3	inverse_hourglass
FBgn0035770	6	4	E7	E7	uniform_low
FBgn0035772	6	1	E3	broad	uniform_low
FBgn0035793	3	2	E4	broad	inverse_hourglass
FBgn0035802	3	2	E5	E5	inverse_hourglass
FBgn0035805	6	2	E1	broad	uniform_low
FBgn0035807	1	1	E4	E4	hourglass
FBgn0035817	2	1	E7	E7	early_constraint
FBgn0035824	2	4	E2	E2	early_constraint
FBgn0035830	6	5	E2	E2	uniform_low
FBgn0035831	4	2	E2	E2	late_constraint
FBgn0035833	5	2	E8	broad	uniform_high
FBgn0035838	4	5	E1	E1	late_constraint
FBgn0035839	5	3	E7	E7	uniform_high
FBgn0035848	4	5	E1	E1	late_constraint
FBgn0035850	1	1	E6	broad	hourglass
FBgn0035859	5	3	E5	E5	uniform_high
FBgn0035866	1	3	E1	E1	hourglass
FBgn0035876	6	5	E1	E1	uniform_low
FBgn0035877	1	1	E5	broad	hourglass
FBgn0035890	5	3	E1	E1	uniform_high
FBgn0035900	2	4	E2	broad	early_constraint
FBgn0035902	4	1	E1	E1	late_constraint
FBgn0035907	1	1	E1	E1	hourglass
FBgn0035909	6	3	E4	broad	uniform_low
FBgn0035911	6	2	E7	E7	uniform_low
FBgn0035916	4	5	E1	E1	late_constraint
FBgn0035918	4	2	E1	E1	late_constraint
FBgn0035929	2	4	E7	E7	early_constraint
FBgn0035936	1	1	E5	E5	hourglass
FBgn0035944	4	2	E2	broad	late_constraint
FBgn0035945	6	2	E1	E1	uniform_low
FBgn0035947	1	1	E4	broad	hourglass
FBgn0035953	5	3	E1	broad	uniform_high
FBgn0035954	4	1	E2	E2	late_constraint
FBgn0035959	4	5	E1	E1	late_constraint
FBgn0035960	5	5	E1	E1	uniform_high
FBgn0035968	5	2	E7	E7	uniform_high
FBgn0035978	4	5	E7	E7	late_constraint
FBgn0035980	6	1	E1	E1	uniform_low
FBgn0035981	1	1	E1	E1	hourglass
FBgn0035983	5	5	E3	E3	uniform_high
FBgn0035985	2	3	E8	E8	early_constraint
FBgn0035986	4	2	E1	E1	late_constraint
FBgn0035987	6	5	E2	E2	uniform_low
FBgn0035995	2	1	E4	E4	early_constraint
FBgn0035997	1	3	E3	E3	hourglass
FBgn0035999	5	4	E1	E1	uniform_high
FBgn0036000	6	3	E2	E2	uniform_low
FBgn0036005	6	5	E1	E1	uniform_low
FBgn0036007	1	1	E2	broad	hourglass
FBgn0036008	4	1	E3	E3	late_constraint
FBgn0036018	6	4	E1	E1	uniform_low
FBgn0036020	6	1	E1	E1	uniform_low
FBgn0036030	4	2	E1	E1	late_constraint
FBgn0036035	2	3	E1	E1	early_constraint
FBgn0036043	1	3	E6	E6	hourglass
FBgn0036052	2	4	E3	broad	early_constraint
FBgn0036053	1	1	E5	broad	hourglass
FBgn0036058	4	1	E1	E1	late_constraint
FBgn0036059	1	1	E1	broad	hourglass
FBgn0036062	6	1	E1	E1	uniform_low
FBgn0036063	3	2	E1	broad	inverse_hourglass
FBgn0036090	3	2	E1	E1	inverse_hourglass
FBgn0036096	4	3	E2	E2	late_constraint
FBgn0036099	1	5	E1	broad	hourglass
FBgn0036104	6	1	E1	E1	uniform_low
FBgn0036105	1	3	E1	E1	hourglass
FBgn0036106	2	4	E6	E6	early_constraint
FBgn0036107	6	5	E2	broad	uniform_low
FBgn0036108	2	4	E5	E5	early_constraint
FBgn0036117	6	5	E1	E1	uniform_low
FBgn0036118	6	2	E1	E1	uniform_low
FBgn0036124	4	2	E1	E1	late_constraint
FBgn0036126	1	5	E8	broad	hourglass
FBgn0036133	4	2	E1	E1	late_constraint
FBgn0036134	3	5	E6	broad	inverse_hourglass
FBgn0036135	6	2	E6	broad	uniform_low
FBgn0036136	4	1	E2	broad	late_constraint
FBgn0036142	5	1	E1	E1	uniform_high
FBgn0036147	2	4	E5	E5	early_constraint
FBgn0036180	5	1	E3	broad	uniform_high
FBgn0036184	4	2	E1	E1	late_constraint
FBgn0036188	1	1	E2	E2	hourglass
FBgn0036191	4	4	E1	E1	late_constraint
FBgn0036193	3	2	E1	E1	inverse_hourglass
FBgn0036194	6	5	E1	E1	uniform_low
FBgn0036196	3	3	E5	E5	inverse_hourglass
FBgn0036199	4	1	E7	broad	late_constraint
FBgn0036208	3	2	E4	E4	inverse_hourglass
FBgn0036211	6	5	E7	E7	uniform_low
FBgn0036237	1	3	E1	broad	hourglass
FBgn0036239	1	1	E1	broad	hourglass
FBgn0036249	5	5	E2	E2	uniform_high
FBgn0036254	1	1	E3	broad	hourglass
FBgn0036255	6	3	E2	E2	uniform_low
FBgn0036257	1	1	E7	E7	hourglass
FBgn0036258	6	1	E1	broad	uniform_low
FBgn0036262	5	1	E7	E7	uniform_high
FBgn0036266	4	2	E1	E1	late_constraint
FBgn0036271	2	4	E5	broad	early_constraint
FBgn0036272	2	1	E1	E1	early_constraint
FBgn0036277	4	2	E2	E2	late_constraint
FBgn0036286	1	3	E3	broad	hourglass
FBgn0036287	1	1	E5	E5	hourglass
FBgn0036290	2	3	E4	broad	early_constraint
FBgn0036291	1	1	E1	E1	hourglass
FBgn0036292	5	5	E1	E1	uniform_high
FBgn0036294	1	3	E4	E4	hourglass
FBgn0036298	4	2	E4	E4	late_constraint
FBgn0036300	4	5	E7	broad	late_constraint
FBgn0036302	4	2	E8	broad	late_constraint
FBgn0036305	1	1	E1	E1	hourglass
FBgn0036306	2	4	E1	E1	early_constraint
FBgn0036309	4	1	E5	E5	late_constraint
FBgn0036314	4	1	E2	broad	late_constraint
FBgn0036316	4	3	E8	E8	late_constraint
FBgn0036317	4	5	E4	E4	late_constraint
FBgn0036318	2	3	E8	E8	early_constraint
FBgn0036335	1	1	E7	broad	hourglass
FBgn0036337	1	1	E7	broad	hourglass
FBgn0036340	3	5	E3	E3	inverse_hourglass
FBgn0036341	1	1	E1	broad	hourglass
FBgn0036342	1	1	E2	broad	hourglass
FBgn0036351	3	2	E4	E4	inverse_hourglass
FBgn0036354	4	5	E2	E2	late_constraint
FBgn0036356	4	5	E1	E1	late_constraint
FBgn0036359	2	4	E7	E7	early_constraint
FBgn0036364	3	5	E4	E4	inverse_hourglass
FBgn0036365	3	2	E6	E6	inverse_hourglass
FBgn0036366	1	1	E7	E7	hourglass
FBgn0036367	2	4	E6	E6	early_constraint
FBgn0036372	5	2	E1	E1	uniform_high
FBgn0036373	6	1	E4	broad	uniform_low
FBgn0036374	6	3	E2	E2	uniform_low
FBgn0036376	3	5	E1	broad	inverse_hourglass
FBgn0036381	3	2	E4	E4	inverse_hourglass
FBgn0036398	3	2	E1	broad	inverse_hourglass
FBgn0036405	1	1	E2	broad	hourglass
FBgn0036406	6	5	E1	E1	uniform_low
FBgn0036419	2	4	E8	E8	early_constraint
FBgn0036428	3	5	E1	E1	inverse_hourglass
FBgn0036446	4	1	E5	E5	late_constraint
FBgn0036448	3	5	E8	E8	inverse_hourglass
FBgn0036450	3	5	E3	E3	inverse_hourglass
FBgn0036451	3	5	E4	broad	inverse_hourglass
FBgn0036460	2	4	E2	E2	early_constraint
FBgn0036461	6	2	E1	E1	uniform_low
FBgn0036462	3	2	E1	E1	inverse_hourglass
FBgn0036483	5	5	E2	E2	uniform_high
FBgn0036487	6	3	E1	E1	uniform_low
FBgn0036489	4	1	E1	E1	late_constraint
FBgn0036493	4	2	E2	E2	late_constraint
FBgn0036494	3	5	E2	E2	inverse_hourglass
FBgn0036500	4	5	E2	broad	late_constraint
FBgn0036502	5	4	E3	E3	uniform_high
FBgn0036503	1	5	E2	E2	hourglass
FBgn0036509	6	2	E2	broad	uniform_low
FBgn0036510	6	3	E1	E1	uniform_low
FBgn0036512	1	1	E2	E2	hourglass
FBgn0036514	4	3	E1	E1	late_constraint
FBgn0036515	6	5	E2	broad	uniform_low
FBgn0036545	4	5	E2	E2	late_constraint
FBgn0036549	1	3	E2	E2	hourglass
FBgn0036556	5	2	E6	broad	uniform_high
FBgn0036557	4	5	E7	broad	late_constraint
FBgn0036566	4	2	E1	E1	late_constraint
FBgn0036570	4	5	E1	E1	late_constraint
FBgn0036571	5	1	E2	E2	uniform_high
FBgn0036574	1	3	E1	E1	hourglass
FBgn0036579	5	1	E1	E1	uniform_high
FBgn0036581	6	5	E1	E1	uniform_low
FBgn0036598	6	4	E7	E7	uniform_low
FBgn0036601	5	1	E5	E5	uniform_high
FBgn0036621	3	5	E4	broad	inverse_hourglass
FBgn0036623	3	3	E1	broad	inverse_hourglass
FBgn0036638	2	4	E6	E6	early_constraint
FBgn0036639	2	4	E6	E6	early_constraint
FBgn0036640	4	2	E1	E1	late_constraint
FBgn0036643	5	2	E2	broad	uniform_high
FBgn0036661	6	3	E1	E1	uniform_low
FBgn0036663	3	2	E8	E8	inverse_hourglass
FBgn0036666	6	3	E8	broad	uniform_low
FBgn0036668	5	4	E6	broad	uniform_high
FBgn0036671	5	4	E3	broad	uniform_high
FBgn0036678	2	4	E4	E4	early_constraint
FBgn0036685	5	3	E8	E8	uniform_high
FBgn0036686	2	3	E1	broad	early_constraint
FBgn0036697	1	3	E1	E1	hourglass
FBgn0036698	3	5	E5	E5	inverse_hourglass
FBgn0036702	5	2	E6	broad	uniform_high
FBgn0036710	1	5	E2	E2	hourglass
FBgn0036732	5	4	E4	E4	uniform_high
FBgn0036733	3	5	E3	broad	inverse_hourglass
FBgn0036735	4	5	E1	broad	late_constraint
FBgn0036740	1	5	E8	broad	hourglass
FBgn0036746	5	2	E4	broad	uniform_high
FBgn0036754	5	2	E3	E3	uniform_high
FBgn0036761	3	2	E3	E3	inverse_hourglass
FBgn0036764	1	1	E1	E1	hourglass
FBgn0036766	2	4	E7	E7	early_constraint
FBgn0036769	5	3	E5	E5	uniform_high
FBgn0036773	5	2	E4	E4	uniform_high
FBgn0036774	6	1	E7	broad	uniform_low
FBgn0036777	1	5	E1	E1	hourglass
FBgn0036780	3	2	E5	E5	inverse_hourglass
FBgn0036782	6	1	E5	broad	uniform_low
FBgn0036787	3	2	E4	E4	inverse_hourglass
FBgn0036801	5	3	E6	broad	uniform_high
FBgn0036804	2	4	E1	E1	early_constraint
FBgn0036811	6	1	E2	E2	uniform_low
FBgn0036812	2	3	E1	E1	early_constraint
FBgn0036813	1	1	E2	broad	hourglass
FBgn0036814	4	2	E4	E4	late_constraint
FBgn0036816	6	1	E7	broad	uniform_low
FBgn0036818	4	2	E1	E1	late_constraint
FBgn0036819	5	5	E4	E4	uniform_high
FBgn0036820	6	5	E7	broad	uniform_low
FBgn0036821	3	5	E6	E6	inverse_hourglass
FBgn0036827	3	5	E1	E1	inverse_hourglass
FBgn0036837	2	4	E8	E8	early_constraint
FBgn0036838	1	1	E7	E7	hourglass
FBgn0036842	1	3	E1	E1	hourglass
FBgn0036843	3	3	E7	E7	inverse_hourglass
FBgn0036844	1	1	E4	broad	hourglass
FBgn0036846	6	5	E1	E1	uniform_low
FBgn0036850	6	1	E1	E1	uniform_low
FBgn0036857	2	3	E6	E6	early_constraint
FBgn0036872	3	4	E5	E5	inverse_hourglass
FBgn0036879	2	4	E7	E7	early_constraint
FBgn0036886	1	3	E1	E1	hourglass
FBgn0036888	6	4	E7	broad	uniform_low
FBgn0036889	5	1	E1	E1	uniform_high
FBgn0036892	4	1	E1	broad	late_constraint
FBgn0036893	5	1	E2	broad	uniform_high
FBgn0036896	5	5	E3	broad	uniform_high
FBgn0036897	3	3	E1	E1	inverse_hourglass
FBgn0036900	5	3	E1	E1	uniform_high
FBgn0036909	1	1	E1	E1	hourglass
FBgn0036911	2	3	E7	broad	early_constraint
FBgn0036916	2	2	E1	E1	early_constraint
FBgn0036919	6	4	E4	E4	uniform_low
FBgn0036922	3	3	E2	E2	inverse_hourglass
FBgn0036926	3	2	E8	broad	inverse_hourglass
FBgn0036929	4	5	E1	E1	late_constraint
FBgn0036932	6	5	E1	E1	uniform_low
FBgn0036942	3	2	E1	E1	inverse_hourglass
FBgn0036949	2	4	E8	E8	early_constraint
FBgn0036953	2	4	E7	E7	early_constraint
FBgn0036958	3	3	E3	E3	inverse_hourglass
FBgn0036959	3	3	E1	E1	inverse_hourglass
FBgn0036967	4	5	E1	E1	late_constraint
FBgn0036973	2	2	E2	E2	early_constraint
FBgn0036980	1	1	E1	E1	hourglass
FBgn0036990	6	2	E1	broad	uniform_low
FBgn0036993	3	3	E7	E7	inverse_hourglass
FBgn0036998	6	1	E2	broad	uniform_low
FBgn0036999	2	4	E4	E4	early_constraint
FBgn0037000	3	2	E5	E5	inverse_hourglass
FBgn0037007	1	3	E2	broad	hourglass
FBgn0037008	4	5	E7	broad	late_constraint
FBgn0037015	2	4	E7	E7	early_constraint
FBgn0037017	5	5	E2	E2	uniform_high
FBgn0037018	1	3	E7	broad	hourglass
FBgn0037019	1	5	E1	E1	hourglass
FBgn0037020	6	1	E1	broad	uniform_low
FBgn0037021	3	3	E3	broad	inverse_hourglass
FBgn0037024	6	5	E1	E1	uniform_low
FBgn0037027	1	5	E2	E2	hourglass
FBgn0037031	5	1	E1	E1	uniform_high
FBgn0037044	6	3	E4	E4	uniform_low
FBgn0037045	3	3	E1	E1	inverse_hourglass
FBgn0037051	1	5	E1	broad	hourglass
FBgn0037057	5	2	E7	E7	uniform_high
FBgn0037065	6	4	E7	E7	uniform_low
FBgn0037071	5	1	E7	broad	uniform_high
FBgn0037074	6	3	E7	broad	uniform_low
FBgn0037076	5	2	E5	broad	uniform_high
FBgn0037081	6	3	E2	E2	uniform_low
FBgn0037084	3	4	E8	broad	inverse_hourglass
FBgn0037092	1	5	E3	E3	hourglass
FBgn0037093	4	5	E1	broad	late_constraint
FBgn0037094	6	1	E4	broad	uniform_low
FBgn0037098	5	2	E4	broad	uniform_high
FBgn0037099	6	5	E4	E4	uniform_low
FBgn0037106	6	1	E1	E1	uniform_low
FBgn0037109	3	5	E3	broad	inverse_hourglass
FBgn0037110	1	3	E2	broad	hourglass
FBgn0037121	2	1	E2	E2	early_constraint
FBgn0037122	3	4	E5	E5	inverse_hourglass
FBgn0037124	6	4	E6	E6	uniform_low
FBgn0037129	2	4	E6	E6	early_constraint
FBgn0037134	1	1	E1	E1	hourglass
FBgn0037137	1	3	E1	broad	hourglass
FBgn0037138	3	5	E8	E8	inverse_hourglass
FBgn0037142	5	1	E5	broad	uniform_high
FBgn0037146	3	2	E6	E6	inverse_hourglass
FBgn0037149	4	1	E1	E1	late_constraint
FBgn0037150	4	2	E1	E1	late_constraint
FBgn0037156	5	5	E1	E1	uniform_high
FBgn0037165	3	2	E6	E6	inverse_hourglass
FBgn0037176	2	4	E7	E7	early_constraint
FBgn0037181	2	4	E7	E7	early_constraint
FBgn0037182	2	4	E3	broad	early_constraint
FBgn0037184	5	3	E1	E1	uniform_high
FBgn0037202	6	4	E1	E1	uniform_low
FBgn0037203	1	1	E6	E6	hourglass
FBgn0037207	3	3	E2	E2	inverse_hourglass
FBgn0037215	2	4	E6	broad	early_constraint
FBgn0037218	4	2	E1	broad	late_constraint
FBgn0037228	2	3	E5	E5	early_constraint
FBgn0037230	3	3	E6	E6	inverse_hourglass
FBgn0037234	6	5	E1	E1	uniform_low
FBgn0037235	2	3	E2	E2	early_constraint
FBgn0037241	1	1	E1	E1	hourglass
FBgn0037244	1	3	E2	E2	hourglass
FBgn0037248	1	1	E3	broad	hourglass
FBgn0037249	3	2	E4	broad	inverse_hourglass
FBgn0037251	6	4	E2	E2	uniform_low
FBgn0037255	4	5	E1	E1	late_constraint
FBgn0037261	3	5	E4	broad	inverse_hourglass
FBgn0037262	3	5	E1	E1	inverse_hourglass
FBgn0037275	3	2	E5	E5	inverse_hourglass
FBgn0037279	2	1	E3	broad	early_constraint
FBgn0037282	2	4	E3	E3	early_constraint
FBgn0037297	5	1	E3	E3	uniform_high
FBgn0037305	1	1	E7	broad	hourglass
FBgn0037317	1	5	E2	E2	hourglass
FBgn0037327	3	2	E1	E1	inverse_hourglass
FBgn0037336	5	3	E3	broad	uniform_high
FBgn0037339	3	5	E1	E1	inverse_hourglass
FBgn0037341	2	1	E7	E7	early_constraint
FBgn0037342	6	5	E2	broad	uniform_low
FBgn0037344	3	5	E1	E1	inverse_hourglass
FBgn0037347	1	1	E3	broad	hourglass
FBgn0037350	2	4	E1	E1	early_constraint
FBgn0037354	1	1	E7	E7	hourglass
FBgn0037358	4	5	E1	broad	late_constraint
FBgn0037359	4	2	E1	E1	late_constraint
FBgn0037360	6	1	E3	broad	uniform_low
FBgn0037363	5	5	E8	broad	uniform_high
FBgn0037369	2	2	E1	E1	early_constraint
FBgn0037370	1	1	E1	broad	hourglass
FBgn0037376	1	1	E1	E1	hourglass
FBgn0037377	6	4	E1	E1	uniform_low
FBgn0037378	4	5	E2	E2	late_constraint
FBgn0037379	1	1	E3	E3	hourglass
FBgn0037382	6	1	E1	E1	uniform_low
FBgn0037383	1	1	E1	E1	hourglass
FBgn0037384	1	3	E2	E2	hourglass
FBgn0037386	2	4	E6	E6	early_constraint
FBgn0037391	6	1	E8	E8	uniform_low
FBgn0037410	3	4	E5	E5	inverse_hourglass
FBgn0037428	3	2	E4	E4	inverse_hourglass
FBgn0037439	1	4	E3	E3	hourglass
FBgn0037440	1	1	E1	broad	hourglass
FBgn0037442	1	1	E6	broad	hourglass
FBgn0037445	1	4	E5	E5	hourglass
FBgn0037446	6	2	E1	E1	uniform_low
FBgn0037466	1	1	E1	E1	hourglass
FBgn0037467	4	5	E5	broad	late_constraint
FBgn0037469	4	2	E2	E2	late_constraint
FBgn0037472	5	1	E1	broad	uniform_high
FBgn0037473	1	3	E2	broad	hourglass
FBgn0037478	6	4	E1	E1	uniform_low
FBgn0037481	6	1	E1	E1	uniform_low
FBgn0037482	5	1	E4	broad	uniform_high
FBgn0037489	5	2	E2	broad	uniform_high
FBgn0037491	1	3	E1	E1	hourglass
FBgn0037504	4	5	E2	E2	late_constraint
FBgn0037513	3	2	E6	E6	inverse_hourglass
FBgn0037525	3	2	E8	E8	inverse_hourglass
FBgn0037530	1	3	E4	broad	hourglass
FBgn0037533	1	1	E7	broad	hourglass
FBgn0037535	6	1	E1	E1	uniform_low
FBgn0037537	4	5	E1	E1	late_constraint
FBgn0037538	6	1	E1	E1	uniform_low
FBgn0037539	6	1	E1	E1	uniform_low
FBgn0037540	6	5	E1	E1	uniform_low
FBgn0037541	4	4	E4	E4	late_constraint
FBgn0037548	1	5	E8	E8	hourglass
FBgn0037549	5	2	E7	broad	uniform_high
FBgn0037551	6	1	E1	E1	uniform_low
FBgn0037552	1	1	E2	E2	hourglass
FBgn0037555	1	3	E1	E1	hourglass
FBgn0037556	6	1	E1	E1	uniform_low
FBgn0037566	5	5	E1	broad	uniform_high
FBgn0037569	4	1	E2	E2	late_constraint
FBgn0037578	1	1	E2	E2	hourglass
FBgn0037583	4	3	E1	E1	late_constraint
FBgn0037602	6	2	E6	broad	uniform_low
FBgn0037603	1	3	E1	E1	hourglass
FBgn0037606	5	3	E4	E4	uniform_high
FBgn0037608	4	2	E1	broad	late_constraint
FBgn0037609	4	5	E1	E1	late_constraint
FBgn0037611	1	5	E1	E1	hourglass
FBgn0037617	5	1	E1	E1	uniform_high
FBgn0037622	5	2	E3	E3	uniform_high
FBgn0037623	4	5	E4	E4	late_constraint
FBgn0037632	1	1	E4	broad	hourglass
FBgn0037633	4	2	E2	E2	late_constraint
FBgn0037635	3	2	E7	E7	inverse_hourglass
FBgn0037637	6	5	E7	E7	uniform_low
FBgn0037638	4	2	E1	E1	late_constraint
FBgn0037644	1	1	E2	E2	hourglass
FBgn0037647	6	5	E7	broad	uniform_low
FBgn0037648	4	2	E1	broad	late_constraint
FBgn0037653	2	4	E1	E1	early_constraint
FBgn0037655	6	5	E1	E1	uniform_low
FBgn0037656	3	2	E1	E1	inverse_hourglass
FBgn0037657	5	3	E3	broad	uniform_high
FBgn0037659	1	1	E3	E3	hourglass
FBgn0037660	3	2	E1	E1	inverse_hourglass
FBgn0037670	6	2	E2	E2	uniform_low
FBgn0037679	5	1	E2	broad	uniform_high
FBgn0037683	2	3	E5	E5	early_constraint
FBgn0037687	1	3	E1	E1	hourglass
FBgn0037696	5	3	E1	E1	uniform_high
FBgn0037702	4	1	E3	broad	late_constraint
FBgn0037703	1	1	E2	E2	hourglass
FBgn0037705	3	2	E5	broad	inverse_hourglass
FBgn0037707	6	1	E1	E1	uniform_low
FBgn0037708	1	3	E2	E2	hourglass
FBgn0037709	1	2	E7	broad	hourglass
FBgn0037715	2	4	E1	E1	early_constraint
FBgn0037718	3	5	E4	E4	inverse_hourglass
FBgn0037719	4	1	E2	E2	late_constraint
FBgn0037720	3	2	E6	broad	inverse_hourglass
FBgn0037722	1	1	E3	E3	hourglass
FBgn0037723	3	3	E8	broad	inverse_hourglass
FBgn0037734	4	1	E4	E4	late_constraint
FBgn0037739	4	5	E3	E3	late_constraint
FBgn0037743	5	3	E5	E5	uniform_high
FBgn0037749	2	2	E1	E1	early_constraint
